ticker,displayName,securityType,isCore,yahooSymbol,localEvents,reachable,epsQuarters,revQuarters,hasTtmRevenue,hasTtmEbitda,priceBars,priceReachable,state,reasons
PSO US,"Pearson",operating,false,PSO,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
000793 C1,"Huawen Media",operating,false,000793.SZ,1,true,1,1,true,true,22,true,OK,
W1BO34 BZ,"Weibo",operating,false,W1BO34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
4772 JP,"SM ENTERTAINMENT JAPAN Co.,Ltd.",operating,false,4772.T,2,true,2,0,true,true,21,true,OK,
PSORF US,"Pearson",operating,false,PSORF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
601949 CH,"China Publishing & Media Holdings Co.",operating,false,601949.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
600373 CH,"Chinese Universe Publishing and Media Group Co.",operating,false,600373.SS,0,true,0,3,true,true,22,true,PARTIAL,no-past-quarters
MSGS US,"Madison Square Garden Sports",operating,false,MSGS,4,true,4,4,true,true,19,true,OK,
600757 CH,"Changjiang Publishing & Media Co.,Ltd",operating,false,600757.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
CAR AU,"CAR Group",operating,false,CAR.AX,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BIGTK TI,"Big Medya Teknoloji Anonim Sirketi",operating,false,BIGTK.IS,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
002181 C1,"Guangdong Guangzhou Daily Media Co.",operating,false,002181.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
6094 JP,"FreakOut Holdings",operating,false,6094.T,2,true,2,0,true,true,21,true,OK,
000917 C1,"Hunan TV & Broadcast Intermediary Co.",operating,false,000917.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
600037 CH,"Beijing Gehua Catv Network Co.,Ltd.",operating,false,600037.SS,0,true,0,3,true,true,22,true,PARTIAL,no-past-quarters
6033 JP,"Extreme Co.,Ltd.",operating,false,6033.T,2,true,2,0,true,true,21,true,OK,
7NX0 GR,"NEXON Co.",operating,false,7NX0.F,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
EVT AU,"EVT",operating,false,EVT.AX,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
8487 TT,"ELTA Technology Co.,Ltd.",operating,false,8487.TW,2,true,2,1,true,true,22,true,OK,
1045 HK,"APT Satellite Holdings",operating,false,1045.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
SAX AV,"Ströer SE & Co. KGaA",operating,false,SAX.VI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
BX7 GR,"Proximus",operating,false,BX7.F,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
PROX AV,"Proximus",operating,false,PROX.VI,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
603721 CH,"TVZone Media Co.",operating,false,603721.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BX70 GR,"Proximus",operating,false,BX70.MU,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
VVUD GR,"Vivendi SE",operating,false,VVUD.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
VVU GR,"Vivendi SE",operating,false,VVU.DE,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
TVFCF US,"TF1",operating,false,TVFCF,0,true,0,2,false,false,19,true,PARTIAL,no-past-quarters|no-fundamentals
VIV AV,"Vivendi SE",operating,false,VIV.VI,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
M5U GR,"Meitu",operating,false,M5U.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
F2VR34 BZ,"Fiverr International",operating,false,F2VR34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
NEWS LN,"Pathos Communications",operating,false,NEWS.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
301231 C1,"Rongxin Education and Culture Industry Development Co.",operating,false,301231.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
PARKEN DC,"PARKEN Sport & Entertainment A/S",operating,false,PARKEN.CO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
002858 C1,"Lisheng Sports (Shanghai) Co.,Ltd",operating,false,002858.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
300295 C1,"Everyday Network Co.,Ltd.",operating,false,300295.SZ,1,true,1,1,true,true,22,true,OK,
0547 HK,"Digital Domain Holdings",operating,false,0547.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
TUALF US,"TUAS",operating,false,TUALF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
RPCE IT,"Rapac Energy",operating,false,RPCE.TA,0,true,0,0,false,false,10,true,PARTIAL,no-past-quarters|no-fundamentals
PRIM IT,"Prime Energy P.E.",operating,false,PRIM.TA,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
ORSTED DC,"Ørsted A/S",operating,false,ORSTED.CO,4,true,4,3,true,true,20,true,OK,
0002 HK,"CLP Holdings",operating,false,0002.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
117580 KS,"Daesung Energy Co.",operating,false,117580.KS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
NEE US,"NextEra Energy",operating,false,NEE,4,true,4,4,true,true,20,true,OK,
600025 CH,"Huaneng Lancang River Hydropower",operating,false,600025.SS,0,true,0,4,true,true,22,true,PARTIAL,no-past-quarters
601985 CH,"China National Nuclear Power Co.",operating,false,601985.SS,0,true,0,3,true,true,22,true,PARTIAL,no-past-quarters
TRIG LN,"The Renewables Infrastructure Group",operating,false,TRIG.L,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
600930 CH,"Huadian New Energy Group Corporation",operating,false,600930.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
INDIGRID IN,"Indigrid Infrastructure Trust",operating,false,INDIGRID.BO,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
CLEANMAX IN,"CLEAN MAX ENVIRO EN SOL L",operating,false,CLEANMAX.NS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
1NEE IM,"NextEra Energy",operating,false,1NEE.MI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
FP3 GR,"NextEra Energy",operating,false,FP3.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
NEE AV,"NextEra Energy",operating,false,NEE.VI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
1038 HK,"CK Infrastructure Holdings",operating,false,1038.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
D1TE34 BZ,"DTE Energy",operating,false,D1TE34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
FP31 GR,"NextEra Energy",operating,false,FP31.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
GPSC-R TB,"Global Power Synergy Public Company",operating,false,GPSC-R.BK,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
GPSC TB,"Global Power Synergy Public Company",operating,false,GPSC.BK,4,true,4,3,true,true,21,true,OK,
N1RG34 BZ,"NRG Energy",operating,false,N1RG34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
APAJF US,"APA",operating,false,APAJF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
CPYYY US,"Centrica",operating,false,CPYYY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
CPYYF US,"Centrica",operating,false,CPYYF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
1811 HK,"CGN New Energy Holdings Co.",operating,false,1811.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
A2A GR,"Essential Utilities",operating,false,A2A.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
SPCG-R TB,"SPCG Public Company",operating,false,SPCG-R.BK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
SPCG TB,"SPCG Public Company",operating,false,SPCG.BK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
AYEN TI,"Ayen Enerji A.S.",operating,false,AYEN.IS,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
RDEIY US,"Redeia Corporación, S.A.",operating,false,RDEIY,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
GQI GR,"GAIL (India)",operating,false,GQI.F,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
EQUEY US,"Equatorial S.A.",operating,false,EQUEY,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
U96 SP,"Sembcorp Industries",operating,false,U96.SI,4,true,4,0,true,true,22,true,OK,
AESC AV,"The AES",operating,false,AESC.VI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
CUD GR,"Canadian Utilities",operating,false,CUD.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
MERVF US,"",operating,false,MERVF,0,true,0,4,false,false,19,true,PARTIAL,no-past-quarters|no-fundamentals
CIG-C US,"Companhia Energética de Minas Gerais - CEMIG",operating,false,CIG-C,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
AES GR,"The AES",operating,false,AES.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
1798 HK,"China Datang Corporation Renewable Power Co.",operating,false,1798.HK,1,true,1,0,true,true,21,true,OK,
6869 TT,"J&V Energy Technology Co.",operating,false,6869.TW,4,true,4,3,true,true,22,true,OK,
BIOEN TI,"Biotrend Cevre ve Enerji Yatirimlari A.S.",operating,false,BIOEN.IS,1,true,1,4,true,true,19,true,OK,
9926 TT,"Shin Hai Gas",operating,false,9926.TW,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BKWAF US,"BKW",operating,false,BKWAF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
AILLN US,"Ameren Illinois",operating,false,AILLN,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
MVV1 GR,"MVV Energie",operating,false,MVV1.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
CONSE TI,"Consus Enerji Isletmeciligi ve Hizmetleri A.S.",operating,false,CONSE.IS,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
688156 CH,"Road Biology Environmental Protection Technology Co.",operating,false,688156.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
000692 C1,"Shenyang Huitian Thermal Power Co.,Ltd",operating,false,000692.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
1713 HK,"Sichuan Energy Investment Development Co.",operating,false,1713.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
AILIM US,"Ameren Illinois",operating,false,AILIM,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
ENEFI HB,"ENEFI Vagyonkezelo Nyrt.",operating,false,ENEFI.BD,1,true,1,0,true,true,20,true,OK,
LIGT3 BZ,"Light S.A.",operating,false,LIGT3.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
EPP LN,"EnergyPathways",operating,false,EPP.L,0,true,0,0,false,true,20,true,PARTIAL,no-past-quarters
688096 CH,"Jiangsu Jingyuan Environmental Protection Co.,Ltd.",operating,false,688096.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
7JU GR,"ReNew Energy Global",operating,false,7JU.F,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
ECGF GR,"Electricity Generating Public Company",operating,false,ECGF.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
0686 HK,"Beijing Energy International Holding Co.",operating,false,0686.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
WP-R TB,"WP Energy Public Company",operating,false,WP-R.BK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
WP TB,"WP Energy Public Company",operating,false,WP.BK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
EYGPF US,"Electricity Generating Public Company",operating,false,EYGPF,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
000605 C1,"Bohai Water Industry Co.,Ltd",operating,false,000605.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
WWG GR,"Gelsenwasser",operating,false,WWG.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
0V60 GR,"Vistra",operating,false,0V60.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
NPNGY US,"Nippon Gas Co.",operating,false,NPNGY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
EN2 GR,"Energa",operating,false,EN2.F,0,true,0,4,false,true,21,true,PARTIAL,no-past-quarters
MWTCY US,"Manila Water Company",operating,false,MWTCY,0,true,0,2,true,true,19,true,PARTIAL,no-past-quarters
NJ9 GR,"PT Pertamina Geothermal Energy Tbk",operating,false,NJ9.F,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
AILIN US,"Ameren Illinois",operating,false,AILIN,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
PUDP IJ,"PT Pudjiadi Prestige Tbk",operating,false,PUDP.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
088260 KS,"E Kocref Cr-Reit",operating,false,088260.KS,0,true,0,1,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
PAMG IJ,"PT Bima Sakti Pertiwi Tbk",operating,false,PAMG.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
HMSO LN,"Hammerson",operating,false,HMSO.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
CRSR IT,"Carasso Real Estate",operating,false,CRSR.TA,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
I1RM34 BZ,"Iron Mountain Incorporated",operating,false,I1RM34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
SCD SJ,"Schroder European Real Estate Investment Trust",operating,false,SCD.JO,0,true,0,0,true,false,20,true,PARTIAL,no-past-quarters
OAS SJ,"Oasis Crescent Property Fund",operating,false,OAS.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
334890 KS,"IGIS Value Plus REIT Co.",operating,false,334890.KS,0,true,0,0,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
8957 JP,"Tokyu REIT",operating,false,8957.T,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
3480 JP,"J.S.B.Co.,Ltd.",operating,false,3480.T,2,true,2,0,true,true,21,true,OK,
IWG LN,"International Workplace Group",operating,false,IWG.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
013120 KS,"DongWon Development Co.,Ltd.",operating,false,013120.KQ,0,true,0,2,true,true,21,true,PARTIAL,no-past-quarters
8987 JP,"Japan Excellent",operating,false,8987.T,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
3481 JP,"Mitsubishi Estate Logistics REIT Investment",operating,false,3481.T,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
377190 KS,"D&D platform REIT Co.",operating,false,377190.KS,0,true,0,0,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
8966 JP,"Heiwa Real Estate REIT",operating,false,8966.T,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
034810 KS,"Haesung Industrial Co.",operating,false,034810.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
RBMS IJ,"PT Ristia Bintang Mahkotasejati Tbk",operating,false,RBMS.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
WELL US,"Welltower",operating,false,WELL,4,true,4,3,true,true,19,true,OK,
BRIGADE IN,"Brigade Enterprises",operating,false,BRIGADE.BO,4,true,4,3,true,true,21,true,OK,
BYG LN,"Big Yellow Group",operating,false,BYG.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
INETREIT TB,"INET Freehold and Leasehold Real Estate Investment Trust",operating,false,INETREIT.BK,3,true,3,4,true,false,21,true,OK,
CLILF US,"CapitaLand Investment",operating,false,CLILF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
600383 CH,"Gemdale",operating,false,600383.SS,0,true,0,3,true,true,22,true,PARTIAL,no-past-quarters
AIMIRT TB,"AIM Industrial Growth Freehold and Leasehold Real Estate Investment Trust",operating,false,AIMIRT.BK,0,true,0,3,true,false,21,true,PARTIAL,no-past-quarters
BRX US,"Brixmor Property Group",operating,false,BRX,4,true,4,3,true,true,19,true,OK,
1CSGP IM,"CoStar",operating,false,1CSGP.MI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
0778 HK,"Fortune Real Estate Investment Trust",operating,false,0778.HK,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
AAGYO TI,"Agaoglu Avrasya Gayrimenkul Yatirim Ortakligi Anonim Sirketi",operating,false,AAGYO.IS,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
600773 CH,"Tibet Urban Development and Investment Co.,LTD",operating,false,600773.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
VINTE MM,"Vinte Viviendas Integrales, S.A.B. de C.V.",operating,false,VINTE.MX,4,true,4,4,true,true,20,true,OK,
VNO-PM US,"Vornado Realty Trust",operating,false,VNO-PM,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
ADC US,"Agree Realty",operating,false,ADC,4,true,4,4,true,true,19,true,OK,
RLG GR,"CoStar Group",operating,false,RLG.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
1783 JP,"Fantasista Co.",operating,false,1783.T,2,true,2,0,true,true,21,true,OK,
VNO-PL US,"Vornado Realty Trust",operating,false,VNO-PL,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
SFRN IT,"Sufrin Holdings",operating,false,SFRN.TA,0,true,0,0,false,false,19,true,PARTIAL,no-past-quarters|no-fundamentals
6666 HK,"Evergrande Property Services Group",operating,false,6666.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
2528 TT,"Crowell Development",operating,false,2528.TW,3,true,3,3,true,true,22,true,OK,
GPT AU,"The GPT",operating,false,GPT.AX,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
CUBE US,"CubeSmart",operating,false,CUBE,4,true,4,4,true,true,19,true,OK,
MRL SM,"MERLIN Properties SOCIMI, S.A.",operating,false,MRL.MC,4,true,4,3,true,true,20,true,OK,
MERL AV,"MERLIN Properties SOCIMI, S.A.",operating,false,MERL.VI,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
ACDSF US,"CapitaLand Ascendas REIT",operating,false,ACDSF,0,true,0,3,true,false,19,true,PARTIAL,no-past-quarters
9A4U SP,"ESR REIT",operating,false,9A4U.SI,0,true,0,4,true,false,22,true,PARTIAL,no-past-quarters
CCS US,"Century Communities",operating,false,CCS,4,true,4,4,true,true,19,true,OK,
LAVV3 BZ,"Lavvi Empreendimentos Imobiliários S.A.",operating,false,LAVV3.SA,4,true,4,4,true,true,20,true,OK,
8C8U SP,"Centurion Accommodation REIT",operating,false,8C8U.SI,0,true,0,0,true,false,22,true,PARTIAL,no-past-quarters
XHR US,"Xenia Hotels & Resorts",operating,false,XHR,4,true,4,4,true,true,19,true,OK,
IREN SW,"Investis Holding",operating,false,IREN.SW,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
RAINBOWF IN,"Rainbow Foundations",operating,false,RAINBOWF.BO,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
3F5 GR,"China Jinmao Holdings Group",operating,false,3F5.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
A1IV34 BZ,"Apartment Investment and Management",operating,false,A1IV34.SA,0,true,0,1,true,true,20,true,PARTIAL,no-past-quarters
ARG FP,"Argan",operating,false,ARG.PA,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
75H GR,"Country Garden Services Holdings Company",operating,false,75H.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
PMREF US,"Primaris Real Estate Investment Trust",operating,false,PMREF,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
SPRIME TB,"S Prime Growth Leasehold Real Estate Investment Trust",operating,false,SPRIME.BK,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
GRFFF US,"Fibra Danhos",operating,false,GRFFF,0,true,0,2,true,true,19,true,PARTIAL,no-past-quarters
BRI-R TB,"Britania Public Company",operating,false,BRI-R.BK,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
BRI TB,"Britania Public Company",operating,false,BRI.BK,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
MJLF TB,"Major Cineplex Lifestyle Leasehold Property Fund.",operating,false,MJLF.BK,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
JYEU SP,"Lendlease Global Commercial REIT",operating,false,JYEU.SI,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
0105 HK,"Associated International Hotels",operating,false,0105.HK,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
SMA US,"SmartStop Self Storage REIT",operating,false,SMA,4,true,4,4,true,true,19,true,OK,
1DZ0 GR,"Intea Fastigheter AB (publ)",operating,false,1DZ0.F,0,true,0,3,false,true,20,true,PARTIAL,no-past-quarters
UF2 GR,"Sunstone Hotel Investors",operating,false,UF2.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
PVBI11 BZ,"Fundo De Investimento ImobiliarRio Vbi Prime Properties",operating,false,PVBI11.SA,0,true,0,0,false,false,20,true,PARTIAL,no-past-quarters|no-fundamentals
871 GR,"Argan",operating,false,871.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
089980 KS,"Sang-A Frontec Co.,Ltd.",operating,false,089980.KQ,2,true,2,4,true,true,21,true,OK,
6736 JP,"Sun",operating,false,6736.T,2,true,2,0,true,true,21,true,OK,
2476 HK,"VGT",operating,false,2476.HK,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
HUBS MM,"HubSpot",operating,false,HUBS.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
452430 KS,"Sapien Semiconductors",operating,false,452430.KQ,2,true,2,4,true,true,21,true,OK,
6740 JP,"Japan Display",operating,false,6740.T,2,true,2,0,true,true,21,true,OK,
095500 KS,"MNtech Co.",operating,false,095500.KQ,0,true,0,0,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
SMTC MM,"Semtech",operating,false,SMTC.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
417840 KS,"Justem Co.",operating,false,417840.KQ,0,true,0,2,true,true,21,true,PARTIAL,no-past-quarters
073490 KS,"LIG Accuver Co.",operating,false,073490.KQ,1,true,1,4,false,false,21,true,PARTIAL,no-fundamentals
094360 KS,"Chips&Media",operating,false,094360.KQ,2,true,2,4,false,false,21,true,PARTIAL,no-fundamentals
002938 C1,"Avary Holding(Shenzhen)Co.",operating,false,002938.SZ,4,true,4,3,true,true,22,true,OK,
6777 JP,"santec Holdings",operating,false,6777.T,2,true,2,0,true,true,21,true,OK,
445090 KS,"ASICLAND",operating,false,445090.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
300408 C1,"Chaozhou Three-Circle (Group) Co.,Ltd.",operating,false,300408.SZ,4,true,4,3,true,true,22,true,OK,
069540 KS,"Lightron Fiber-Optic Devices",operating,false,069540.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
389500 KS,"Sbb Tech Co.,Ltd",operating,false,389500.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
6769 JP,"THine Electronics",operating,false,6769.T,2,true,2,0,true,true,21,true,OK,
SOLEX IN,"SOLEX ENERGY",operating,false,SOLEX.NS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
301678 C1,"HENGHUI Technology Corporation",operating,false,301678.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
XAR LN,"Xaar",operating,false,XAR.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
1392 HK,"HQVT",operating,false,1392.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
300224 C1,"Yantai Zhenghai Magnetic Material Co.",operating,false,300224.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
IT US,"Gartner",operating,false,IT,4,true,4,4,true,true,19,true,OK,
300303 C1,"Shenzhen Jufei Optoelectronics Co.",operating,false,300303.SZ,0,true,0,1,true,true,22,true,PARTIAL,no-past-quarters
FROG US,"JFrog",operating,false,FROG,4,true,4,4,true,true,20,true,OK,
PTX1 GR,"Palantir Technologies",operating,false,PTX1.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
1IDR IM,"Indra Sistemas, S.A.",operating,false,1IDR.MI,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
4192 JP,"SpiderPlus &",operating,false,4192.T,2,true,2,0,true,true,21,true,OK,
PDFS US,"PDF Solutions",operating,false,PDFS,4,true,4,4,true,true,19,true,OK,
4416 JP,"True Data",operating,false,4416.T,2,true,2,0,true,true,21,true,OK,
2166 HK,"Smart-Core Holdings",operating,false,2166.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
6552 TT,"JMC Electronics Co.",operating,false,6552.TW,4,true,4,4,true,true,22,true,OK,
XIM GR,"LiveRamp Holdings",operating,false,XIM.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
6152 TT,"Prime Electronics & Satellitics",operating,false,6152.TW,4,true,4,0,true,true,22,true,OK,
002848 C1,"Gospell Digital Technology Co.",operating,false,002848.SZ,1,true,1,1,true,true,22,true,OK,
7KN GR,"Intapp",operating,false,7KN.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
550A JP,"SOFTTEX CO",operating,false,550A.T,0,true,0,0,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
4370 JP,"Mobilus",operating,false,4370.T,2,true,2,0,true,true,21,true,OK,
2431 HK,"Minieye Technology Co.",operating,false,2431.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
561 GR,"IQM Quantum Computers Oyj",operating,false,561.F,0,true,0,0,true,true,14,true,PARTIAL,no-past-quarters
002963 C1,"Haoersai Technology Group Corp.",operating,false,002963.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
KARO US,"Karooooo",operating,false,KARO,4,true,4,4,true,true,19,true,OK,
001340 KS,"Paikkwang Industrial Co.,Ltd",operating,false,001340.KS,2,true,2,4,true,true,21,true,OK,
017860 KS,"DS DANSUK CO.",operating,false,017860.KS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
005010 KS,"Husteel Co.",operating,false,005010.KS,1,true,1,0,true,true,21,true,OK,
018310 KS,"Sammok S-Form Co.,Ltd",operating,false,018310.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
I1CE34 BZ,"Intercontinental Exchange",operating,false,I1CE34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
4617 JP,"Chugoku Marine Paints",operating,false,4617.T,2,true,2,0,true,true,21,true,OK,
1101 TT,"TCC Group Holdings Co.",operating,false,1101.TW,4,true,4,4,true,true,22,true,OK,
2034 TT,"YC Inox Co.,Ltd",operating,false,2034.TW,4,true,4,3,true,true,22,true,OK,
SUDARSHAN IN,"Sudarshan Pharma Industries",operating,false,SUDARSHAN.BO,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
002842 C1,"Guangdong Xianglu Tungsten Co.",operating,false,002842.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
IMPUF US,"Impala Platinum Holdings",operating,false,IMPUF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
600367 CH,"Guizhou RedStar Developing Co.,Ltd.",operating,false,600367.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
CSC AU,"CAPSTONE CDI 1:1 [CSC]",operating,false,CSC.AX,4,true,4,3,true,true,22,true,OK,
